x,sin(x),Taylor_1,Taylor_3,Taylor_5,Taylor_7,Taylor_9
-4.01700850,0.76780999,-4.01700850,6.78630559,-1.93000123,1.41879499,0.66827593
-4.00700350,0.76136169,-4.00700350,6.71578933,-1.89251007,1.39833561,0.66447350
-3.99699850,0.75483718,-3.99699850,6.64567417,-1.85569116,1.37806567,0.66053110
-3.98699350,0.74823710,-3.98699350,6.57595912,-1.81953749,1.35798150,0.65645075
-3.97698849,0.74156213,-3.97698849,6.50664315,-1.78404207,1.33807946,0.65223446
-3.96698349,0.73481293,-3.96698349,6.43772529,-1.74919798,1.31835602,0.64788423
-3.95697849,0.72799018,-3.95697849,6.36920452,-1.71499830,1.29880767,0.64340204
-3.94697349,0.72109455,-3.94697349,6.30107985,-1.68143619,1.27943100,0.63878983
-3.93696848,0.71412674,-3.93696848,6.23335026,-1.64850481,1.26022265,0.63404954
-3.92696348,0.70708745,-3.92696348,6.16601477,-1.61619740,1.24117932,0.62918311
-3.91695848,0.69997738,-3.91695848,6.09907237,-1.58450721,1.22229777,0.62419244
-3.90695348,0.69279724,-3.90695348,6.03252205,-1.55342754,1.20357484,0.61907941
-3.89694847,0.68554776,-3.89694847,5.96636283,-1.52295173,1.18500742,0.61384590
-3.88694347,0.67822965,-3.88694347,5.90059368,-1.49307316,1.16659244,0.60849377
-3.87693847,0.67084365,-3.87693847,5.83521362,-1.46378524,1.14832693,0.60302486
-3.86693347,0.66339050,-3.86693347,5.77022164,-1.43508143,1.13020795,0.59744101
-3.85692846,0.65587095,-3.85692846,5.70561675,-1.40695522,1.11223262,0.59174402
-3.84692346,0.64828574,-3.84692346,5.64139793,-1.37940015,1.09439813,0.58593569
-3.83691846,0.64063564,-3.83691846,5.57756418,-1.35240978,1.07670173,0.58001782
-3.82691346,0.63292142,-3.82691346,5.51411452,-1.32597773,1.05914071,0.57399216
-3.81690845,0.62514383,-3.81690845,5.45104793,-1.30009765,1.04171242,0.56786048
-3.80690345,0.61730368,-3.80690345,5.38836341,-1.27476323,1.02441428,0.56162453
-3.79689845,0.60940173,-3.79689845,5.32605996,-1.24996818,1.00724375,0.55528603
-3.78689345,0.60143878,-3.78689345,5.26413658,-1.22570627,0.99019834,0.54884671
-3.77688844,0.59341562,-3.77688844,5.20259227,-1.20197131,0.97327563,0.54230826
-3.76688344,0.58533307,-3.76688344,5.14142603,-1.17875713,0.95647324,0.53567239
-3.75687844,0.57719192,-3.75687844,5.08063685,-1.15605761,0.93978885,0.52894078
-3.74687344,0.56899300,-3.74687344,5.02022374,-1.13386667,0.92322019,0.52211509
-3.73686843,0.56073712,-3.73686843,4.96018569,-1.11217825,0.90676503,0.51519699
-3.72686343,0.55242511,-3.72686343,4.90052170,-1.09098635,0.89042120,0.50818812
-3.71685843,0.54405781,-3.71685843,4.84123077,-1.07028500,0.87418659,0.50109011
-3.70685343,0.53563604,-3.70685343,4.78231189,-1.05006826,0.85805911,0.49390460
-3.69684842,0.52716066,-3.69684842,4.72376408,-1.03033023,0.84203675,0.48663320
-3.68684342,0.51863251,-3.68684342,4.66558631,-1.01106505,0.82611753,0.47927751
-3.67683842,0.51005245,-3.67683842,4.60777760,-0.99226690,0.81029952,0.47183912
-3.66683342,0.50142133,-3.66683342,4.55033695,-0.97393000,0.79458085,0.46431962
-3.65682841,0.49274002,-3.65682841,4.49326334,-0.95604858,0.77895966,0.45672058
-3.64682341,0.48400938,-3.64682341,4.43655578,-0.93861695,0.76343418,0.44904357
-3.63681841,0.47523030,-3.63681841,4.38021327,-0.92162942,0.74800266,0.44129013
-3.62681341,0.46640364,-3.62681341,4.32423481,-0.90508035,0.73266340,0.43346182
-3.61680840,0.45753030,-3.61680840,4.26861939,-0.88896414,0.71741474,0.42556018
-3.60680340,0.44861116,-3.60680340,4.21336601,-0.87327522,0.70225507,0.41758671
-3.59679840,0.43964712,-3.59679840,4.15847367,-0.85800806,0.68718282,0.40954295
-3.58679340,0.43063906,-3.58679340,4.10394138,-0.84315717,0.67219646,0.40143040
-3.57678839,0.42158790,-3.57678839,4.04976812,-0.82871709,0.65729450,0.39325057
-3.56678339,0.41249454,-3.56678339,3.99595290,-0.81468239,0.64247550,0.38500494
-3.55677839,0.40335989,-3.55677839,3.94249471,-0.80104769,0.62773806,0.37669499
-3.54677339,0.39418487,-3.54677339,3.88939256,-0.78780764,0.61308080,0.36832221
-3.53676838,0.38497038,-3.53676838,3.83664544,-0.77495692,0.59850240,0.35988806
-3.52676338,0.37571736,-3.52676338,3.78425235,-0.76249025,0.58400158,0.35139400
-3.51675838,0.36642673,-3.51675838,3.73221229,-0.75040239,0.56957709,0.34284148
-3.50675338,0.35709943,-3.50675338,3.68052425,-0.73868812,0.55522772,0.33423194
-3.49674837,0.34773637,-3.49674837,3.62918725,-0.72734228,0.54095229,0.32556682
-3.48674337,0.33833851,-3.48674337,3.57820027,-0.71635972,0.52674968,0.31684756
-3.47673837,0.32890678,-3.47673837,3.52756231,-0.70573535,0.51261877,0.30807557
-3.46673337,0.31944213,-3.46673337,3.47727237,-0.69546409,0.49855851,0.29925226
-3.45672836,0.30994550,-3.45672836,3.42732946,-0.68554090,0.48456787,0.29037904
-3.44672336,0.30041785,-3.44672336,3.37773256,-0.67596079,0.47064586,0.28145732
-3.43671836,0.29086012,-3.43671836,3.32848068,-0.66671880,0.45679151,0.27248849
-3.42671336,0.28127328,-3.42671336,3.27957281,-0.65780999,0.44300391,0.26347393
-3.41670835,0.27165829,-3.41670835,3.23100796,-0.64922948,0.42928215,0.25441503
-3.40670335,0.26201610,-3.40670335,3.18278513,-0.64097238,0.41562538,0.24531316
-3.39669835,0.25234768,-3.39669835,3.13490330,-0.63303389,0.40203278,0.23616968
-3.38669335,0.24265401,-3.38669335,3.08736149,-0.62540920,0.38850355,0.22698595
-3.37668834,0.23293604,-3.37668834,3.04015868,-0.61809357,0.37503692,0.21776334
-3.36668334,0.22319476,-3.36668334,2.99329388,-0.61108225,0.36163217,0.20850319
-3.35667834,0.21343114,-3.35667834,2.94676608,-0.60437057,0.34828859,0.19920683
-3.34667334,0.20364615,-3.34667334,2.90057429,-0.59795386,0.33500551,0.18987561
-3.33666833,0.19384078,-3.33666833,2.85471750,-0.59182750,0.32178228,0.18051086
-3.32666333,0.18401601,-3.32666333,2.80919471,-0.58598690,0.30861831,0.17111390
-3.31665833,0.17417281,-3.31665833,2.76400492,-0.58042751,0.29551299,0.16168604
-3.30665333,0.16431218,-3.30665333,2.71914713,-0.57514479,0.28246577,0.15222860
-3.29664832,0.15443510,-3.29664832,2.67462033,-0.57013427,0.26947613,0.14274288
-3.28664332,0.14454257,-3.28664332,2.63042353,-0.56539147,0.25654356,0.13323020
-3.27663832,0.13463556,-3.27663832,2.58655572,-0.56091199,0.24366759,0.12369183
-3.26663332,0.12471508,-3.26663332,2.54301590,-0.55669142,0.23084777,0.11412906
-3.25662831,0.11478211,-3.25662831,2.49980308,-0.55272541,0.21808367,0.10454319
-3.24662331,0.10483766,-3.24662331,2.45691624,-0.54900964,0.20537491,0.09493549
-3.23661831,0.09488271,-3.23661831,2.41435439,-0.54553980,0.19272110,0.08530724
-3.22661331,0.08491826,-3.22661331,2.37211653,-0.54231165,0.18012190,0.07565968
-3.21660830,0.07494531,-3.21660830,2.33020165,-0.53932094,0.16757700,0.06599410
-3.20660330,0.06496486,-3.20660330,2.28860875,-0.53656349,0.15508608,0.05631175
-3.19659830,0.05497791,-3.19659830,2.24733683,-0.53403514,0.14264887,0.04661387
-3.18659330,0.04498546,-3.18659330,2.20638490,-0.53173175,0.13026512,0.03690171
-3.17658829,0.03498850,-3.17658829,2.16575194,-0.52964921,0.11793459,0.02717650
-3.16658329,0.02498804,-3.16658329,2.12543696,-0.52778348,0.10565709,0.01743950
-3.15657829,0.01498507,-3.15657829,2.08543895,-0.52613050,0.09343242,0.00769192
-3.14657329,0.00498061,-3.14657329,2.04575692,-0.52468628,0.08126042,-0.00206502
-3.13656828,-0.00502435,-3.13656828,2.00638986,-0.52344684,0.06914094,-0.01183009
-3.12656328,-0.01502881,-3.12656328,1.96733677,-0.52240824,0.05707386,-0.02160208
-3.11655828,-0.02503176,-3.11655828,1.92859665,-0.52156657,0.04505908,-0.03137979
-3.10655328,-0.03503221,-3.10655328,1.89016850,-0.52091796,0.03309650,-0.04116200
-3.09654827,-0.04502915,-3.09654827,1.85205131,-0.52045856,0.02118607,-0.05094753
-3.08654327,-0.05502158,-3.08654327,1.81424409,-0.52018456,0.00932774,-0.06073519
-3.07653827,-0.06500851,-3.07653827,1.77674583,-0.52009216,-0.00247851,-0.07052377
-3.06653327,-0.07498893,-3.06653327,1.73955553,-0.52017761,-0.01423271,-0.08031211
-3.05652826,-0.08496184,-3.05652826,1.70267220,-0.52043720,-0.02593483,-0.09009902
-3.04652326,-0.09492625,-3.04652326,1.66609482,-0.52086723,-0.03758486,-0.09988334
-3.03651826,-0.10488115,-3.03651826,1.62982240,-0.52146404,-0.04918274,-0.10966389
-3.02651326,-0.11482556,-3.02651326,1.59385393,-0.52222399,-0.06072843,-0.11943953
-3.01650825,-0.12475847,-3.01650825,1.55818842,-0.52314349,-0.07222184,-0.12920908
-3.00650325,-0.13467890,-3.00650325,1.52282486,-0.52421897,-0.08366288,-0.13897141
-2.99649825,-0.14458584,-2.99649825,1.48776226,-0.52544689,-0.09505145,-0.14872536
-2.98649325,-0.15447831,-2.98649325,1.45299960,-0.52682374,-0.10638742,-0.15846980
-2.97648824,-0.16435532,-2.97648824,1.41853589,-0.52834603,-0.11767065,-0.16820358
-2.96648324,-0.17421588,-2.96648324,1.38437013,-0.53001032,-0.12890099,-0.17792559
-2.95647824,-0.18405899,-2.95647824,1.35050131,-0.53181319,-0.14007828,-0.18763470
-2.94647324,-0.19388369,-2.94647324,1.31692844,-0.53375124,-0.15120233,-0.19732979
-2.93646823,-0.20368897,-2.93646823,1.28365051,-0.53582113,-0.16227296,-0.20700974
-2.92646323,-0.21347387,-2.92646323,1.25066652,-0.53801951,-0.17328994,-0.21667345
-2.91645823,-0.22323740,-2.91645823,1.21797547,-0.54034308,-0.18425307,-0.22631981
-2.90645323,-0.23297858,-2.90645323,1.18557635,-0.54278858,-0.19516211,-0.23594773
-2.89644822,-0.24269644,-2.89644822,1.15346818,-0.54535275,-0.20601682,-0.24555611
-2.88644322,-0.25239001,-2.88644322,1.12164993,-0.54803239,-0.21681693,-0.25514387
-2.87643822,-0.26205831,-2.87643822,1.09012062,-0.55082431,-0.22756219,-0.26470993
-2.86643322,-0.27170038,-2.86643322,1.05887925,-0.55372535,-0.23825230,-0.27425321
-2.85642821,-0.28131525,-2.85642821,1.02792480,-0.55673239,-0.24888699,-0.28377264
-2.84642321,-0.29090197,-2.84642321,0.99725628,-0.55984232,-0.25946595,-0.29326716
-2.83641821,-0.30045956,-2.83641821,0.96687269,-0.56305209,-0.26998887,-0.30273570
-2.82641321,-0.30998708,-2.82641321,0.93677302,-0.56635864,-0.28045542,-0.31217723
-2.81640820,-0.31948357,-2.81640820,0.90695628,-0.56975896,-0.29086529,-0.32159067
-2.80640320,-0.32894808,-2.80640320,0.87742146,-0.57325008,-0.30121811,-0.33097501
-2.79639820,-0.33837967,-2.79639820,0.84816756,-0.57682902,-0.31151356,-0.34032919
-2.78639320,-0.34777738,-2.78639320,0.81919358,-0.58049287,-0.32175126,-0.34965219
-2.77638819,-0.35714028,-2.77638819,0.79049852,-0.58423872,-0.33193086,-0.35894298
-2.76638319,-0.36646743,-2.76638319,0.76208138,-0.58806371,-0.34205197,-0.36820054
-2.75637819,-0.37575789,-2.75637819,0.73394115,-0.59196498,-0.35211422,-0.37742387
-2.74637319,-0.38501075,-2.74637319,0.70607684,-0.59593972,-0.36211721,-0.38661195
-2.73636818,-0.39422506,-2.73636818,0.67848743,-0.59998514,-0.37206054,-0.39576379
-2.72636318,-0.40339991,-2.72636318,0.65117194,-0.60409848,-0.38194382,-0.40487838
-2.71635818,-0.41253439,-2.71635818,0.62412936,-0.60827700,-0.39176663,-0.41395474
-2.70635318,-0.42162756,-2.70635318,0.59735868,-0.61251800,-0.40152854,-0.42299188
-2.69634817,-0.43067854,-2.69634817,0.57085892,-0.61681880,-0.41122915,-0.43198883
-2.68634317,-0.43968640,-2.68634317,0.54462905,-0.62117675,-0.42086801,-0.44094462
-2.67633817,-0.44865025,-2.67633817,0.51866809,-0.62558921,-0.43044469,-0.44985828
-2.66633317,-0.45756919,-2.66633317,0.49297503,-0.63005360,-0.43995874,-0.45872885
-2.65632816,-0.46644233,-2.65632816,0.46754887,-0.63456734,-0.44940973,-0.46755538
-2.64632316,-0.47526878,-2.64632316,0.44238861,-0.63912787,-0.45879720,-0.47633693
-2.63631816,-0.48404765,-2.63631816,0.41749325,-0.64373270,-0.46812069,-0.48507255
-2.62631316,-0.49277807,-2.62631316,0.39286178,-0.64837932,-0.47737974,-0.49376131
-2.61630815,-0.50145917,-2.61630815,0.36849321,-0.65306526,-0.48657389,-0.50240229
-2.60630315,-0.51009007,-2.60630315,0.34438652,-0.65778810,-0.49570267,-0.51099456
-2.59629815,-0.51866991,-2.59629815,0.32054073,-0.66254540,-0.50476560,-0.51953722
-2.58629315,-0.52719783,-2.58629315,0.29695483,-0.66733480,-0.51376221,-0.52802935
-2.57628814,-0.53567298,-2.57628814,0.27362782,-0.67215393,-0.52269202,-0.53647005
-2.56628314,-0.54409450,-2.56628314,0.25055870,-0.67700044,-0.53155455,-0.54485842
-2.55627814,-0.55246157,-2.55627814,0.22774646,-0.68187204,-0.54034931,-0.55319359
-2.54627314,-0.56077333,-2.54627314,0.20519010,-0.68676644,-0.54907581,-0.56147468
-2.53626813,-0.56902896,-2.53626813,0.18288862,-0.69168138,-0.55773357,-0.56970080
-2.52626313,-0.57722764,-2.52626313,0.16084103,-0.69661463,-0.56632209,-0.57787109
-2.51625813,-0.58536853,-2.51625813,0.13904632,-0.70156399,-0.57484088,-0.58598469
-2.50625313,-0.59345082,-2.50625313,0.11750348,-0.70652726,-0.58328945,-0.59404076
-2.49624812,-0.60147372,-2.49624812,0.09621152,-0.71150230,-0.59166729,-0.60203843
-2.48624312,-0.60943640,-2.48624312,0.07516943,-0.71648697,-0.59997390,-0.60997688
-2.47623812,-0.61733808,-2.47623812,0.05437622,-0.72147917,-0.60820880,-0.61785528
-2.46623312,-0.62517797,-2.46623312,0.03383088,-0.72647681,-0.61637148,-0.62567279
-2.45622811,-0.63295528,-2.45622811,0.01353240,-0.73147784,-0.62446144,-0.63342860
-2.44622311,-0.64066922,-2.44622311,-0.00652020,-0.73648023,-0.63247817,-0.64112191
-2.43621811,-0.64831904,-2.43621811,-0.02632794,-0.74148196,-0.64042119,-0.64875191
-2.42621311,-0.65590396,-2.42621311,-0.04589181,-0.74648107,-0.64828998,-0.65631780
-2.41620810,-0.66342323,-2.41620810,-0.06521281,-0.75147558,-0.65608405,-0.66381879
-2.40620310,-0.67087609,-2.40620310,-0.08429196,-0.75646356,-0.66380289,-0.67125412
-2.39619810,-0.67826179,-2.39619810,-0.10313024,-0.76144311,-0.67144602,-0.67862299
-2.38619310,-0.68557960,-2.38619310,-0.12172866,-0.76641234,-0.67901292,-0.68592466
-2.37618809,-0.69282878,-2.37618809,-0.14008823,-0.77136939,-0.68650311,-0.69315836
-2.36618309,-0.70000862,-2.36618309,-0.15820993,-0.77631241,-0.69391608,-0.70032334
-2.35617809,-0.70711838,-2.35617809,-0.17609479,-0.78123960,-0.70125134,-0.70741886
-2.34617309,-0.71415736,-2.34617309,-0.19374379,-0.78614917,-0.70850841,-0.71444418
-2.33616808,-0.72112485,-2.33616808,-0.21115793,-0.79103934,-0.71568677,-0.72139858
-2.32616308,-0.72802016,-2.32616308,-0.22833823,-0.79590838,-0.72278596,-0.72828135
-2.31615808,-0.73484260,-2.31615808,-0.24528568,-0.80075456,-0.72980547,-0.73509176
-2.30615308,-0.74159147,-2.30615308,-0.26200128,-0.80557620,-0.73674483,-0.74182912
-2.29614807,-0.74826612,-2.29614807,-0.27848603,-0.81037161,-0.74360355,-0.74849273
-2.28614307,-0.75486586,-2.28614307,-0.29474094,-0.81513914,-0.75038116,-0.75508191
-2.27613807,-0.76139005,-2.27613807,-0.31076701,-0.81987717,-0.75707716,-0.76159598
-2.26613307,-0.76783802,-2.26613307,-0.32656523,-0.82458410,-0.76369110,-0.76803426
-2.25612806,-0.77420912,-2.25612806,-0.34213662,-0.82925833,-0.77022250,-0.77439610
-2.24612306,-0.78050273,-2.24612306,-0.35748216,-0.83389833,-0.77667089,-0.78068084
-2.23611806,-0.78671822,-2.23611806,-0.37260287,-0.83850254,-0.78303581,-0.78688784
-2.22611306,-0.79285495,-2.22611306,-0.38749974,-0.84306945,-0.78931679,-0.79301645
-2.21610805,-0.79891232,-2.21610805,-0.40217378,-0.84759758,-0.79551338,-0.79906605
-2.20610305,-0.80488972,-2.20610305,-0.41662599,-0.85208545,-0.80162513,-0.80503603
-2.19609805,-0.81078655,-2.19609805,-0.43085737,-0.85653162,-0.80765158,-0.81092576
-2.18609305,-0.81660222,-2.18609305,-0.44486891,-0.86093466,-0.81359230,-0.81673465
-2.17608804,-0.82233614,-2.17608804,-0.45866163,-0.86529318,-0.81944683,-0.82246210
-2.16608304,-0.82798776,-2.16608304,-0.47223652,-0.86960578,-0.82521475,-0.82810752
-2.15607804,-0.83355649,-2.15607804,-0.48559459,-0.87387111,-0.83089563,-0.83367033
-2.14607304,-0.83904179,-2.14607304,-0.49873683,-0.87808784,-0.83648903,-0.83914998
-2.13606803,-0.84444309,-2.13606803,-0.51166425,-0.88225465,-0.84199453,-0.84454589
-2.12606303,-0.84975987,-2.12606303,-0.52437785,-0.88637023,-0.84741172,-0.84985752
-2.11605803,-0.85499159,-2.11605803,-0.53687863,-0.89043334,-0.85274018,-0.85508433
-2.10605303,-0.86013772,-2.10605303,-0.54916760,-0.89444270,-0.85797951,-0.86022578
-2.09604802,-0.86519776,-2.09604802,-0.56124574,-0.89839709,-0.86312931,-0.86528134
-2.08604302,-0.87017119,-2.08604302,-0.57311408,-0.90229530,-0.86818918,-0.87025051
-2.07603802,-0.87505752,-2.07603802,-0.58477359,-0.90613615,-0.87315873,-0.87513277
-2.06603302,-0.87985625,-2.06603302,-0.59622530,-0.90991846,-0.87803758,-0.87992763
-2.05602801,-0.88456691,-2.05602801,-0.60747020,-0.91364109,-0.88282534,-0.88463459
-2.04602301,-0.88918903,-2.04602301,-0.61850929,-0.91730291,-0.88752165,-0.88925319
-2.03601801,-0.89372214,-2.03601801,-0.62934357,-0.92090283,-0.89212614,-0.89378295
-2.02601301,-0.89816578,-2.02601301,-0.63997405,-0.92443974,-0.89663845,-0.89822340
-2.01600800,-0.90251953,-2.01600800,-0.65040172,-0.92791260,-0.90105822,-0.90257410
-2.00600300,-0.90678293,-2.00600300,-0.66062759,-0.93132036,-0.90538510,-0.90683461
-1.99599800,-0.91095556,-1.99599800,-0.67065266,-0.93466198,-0.90961876,-0.91100449
-1.98599300,-0.91503701,-1.98599300,-0.68047793,-0.93793648,-0.91375887,-0.91508332
-1.97598799,-0.91902686,-1.97598799,-0.69010440,-0.94114286,-0.91780508,-0.91907068
-1.96598299,-0.92292472,-1.96598299,-0.69953308,-0.94428017,-0.92175709,-0.92296617
-1.95597799,-0.92673019,-1.95597799,-0.70876496,-0.94734745,-0.92561457,-0.92676939
-1.94597299,-0.93044290,-1.94597299,-0.71780105,-0.95034379,-0.92937723,-0.93047996
-1.93596798,-0.93406247,-1.93596798,-0.72664234,-0.95326827,-0.93304476,-0.93409750
-1.92596298,-0.93758855,-1.92596298,-0.73528984,-0.95612003,-0.93661686,-0.93762164
-1.91595798,-0.94102077,-1.91595798,-0.74374456,-0.95889818,-0.94009326,-0.94105203
-1.90595298,-0.94435880,-1.90595298,-0.75200749,-0.96160188,-0.94347368,-0.94438831
-1.89594797,-0.94760229,-1.89594797,-0.76007963,-0.96423031,-0.94675784,-0.94763015
-1.88594297,-0.95075094,-1.88594297,-0.76796198,-0.96678265,-0.94994547,-0.95077723
-1.87593797,-0.95380441,-1.87593797,-0.77565556,-0.96925813,-0.95303634,-0.95382921
-1.86593297,-0.95676241,-1.86593297,-0.78316135,-0.97165596,-0.95603018,-0.95678580
-1.85592796,-0.95962463,-1.85592796,-0.79048036,-0.97397540,-0.95892676,-0.95964669
-1.84592296,-0.96239080,-1.84592296,-0.79761360,-0.97621572,-0.96172585,-0.96241159
-1.83591796,-0.96506064,-1.83591796,-0.80456205,-0.97837619,-0.96442722,-0.96508022
-1.82591296,-0.96763387,-1.82591296,-0.81132673,-0.98045613,-0.96703065,-0.96765232
-1.81590795,-0.97011024,-1.81590795,-0.81790864,-0.98245486,-0.96953594,-0.97012761
-1.80590295,-0.97248951,-1.80590295,-0.82430878,-0.98437172,-0.97194288,-0.97250586
-1.79589795,-0.97477143,-1.79589795,-0.83052814,-0.98620606,-0.97425130,-0.97478681
-1.78589295,-0.97695578,-1.78589295,-0.83656773,-0.98795727,-0.97646099,-0.97697024
-1.77588794,-0.97904233,-1.77588794,-0.84242856,-0.98962474,-0.97857179,-0.97905593
-1.76588294,-0.98103088,-1.76588294,-0.84811162,-0.99120789,-0.98058353,-0.98104367
-1.75587794,-0.98292124,-1.75587794,-0.85361791,-0.99270614,-0.98249604,-0.98293325
-1.74587294,-0.98471320,-1.74587294,-0.85894844,-0.99411894,-0.98430919,-0.98472448
-1.73586793,-0.98640659,-1.73586793,-0.86410421,-0.99544577,-0.98602283,-0.98641719
-1.72586293,-0.98800125,-1.72586293,-0.86908622,-0.99668610,-0.98763683,-0.98801119
-1.71585793,-0.98949700,-1.71585793,-0.87389547,-0.99783944,-0.98915106,-0.98950634
-1.70585293,-0.99089371,-1.70585293,-0.87853296,-0.99890530,-0.99056540,-0.99090246
-1.69584792,-0.99219123,-1.69584792,-0.88299970,-0.99988322,-0.99187976,-0.99219944
-1.68584292,-0.99338944,-1.68584292,-0.88729668,-1.00077275,-0.99309402,-0.99339713
-1.67583792,-0.99448820,-1.67583792,-0.89142491,-1.00157347,-0.99420811,-0.99449541
-1.66583292,-0.99548742,-1.66583292,-0.89538539,-1.00228495,-0.99522195,-0.99549417
-1.65582791,-0.99638699,-1.65582791,-0.89917911,-1.00290681,-0.99613545,-0.99639331
-1.64582291,-0.99718683,-1.64582291,-0.90280709,-1.00343867,-0.99694857,-0.99719274
-1.63581791,-0.99788684,-1.63581791,-0.90627032,-1.00388015,-0.99766124,-0.99789237
-1.62581291,-0.99848697,-1.62581291,-0.90956981,-1.00423092,-0.99827343,-0.99849214
-1.61580790,-0.99898715,-1.61580790,-0.91270655,-1.00449064,-0.99878509,-0.99899198
-1.60580290,-0.99938733,-1.60580290,-0.91568155,-1.00465900,-0.99919620,-0.99939184
-1.59579790,-0.99968748,-1.59579790,-0.91849581,-1.00473570,-0.99950675,-0.99969169
-1.58579290,-0.99988755,-1.58579290,-0.92115033,-1.00472046,-0.99971672,-0.99989149
-1.57578789,-0.99998754,-1.57578789,-0.92364611,-1.00461302,-0.99982612,-0.99999121
-1.56578289,-0.99998743,-1.56578289,-0.92598415,-1.00441311,-0.99983496,-0.99999085
-1.55577789,-0.99988723,-1.55577789,-0.92816546,-1.00412052,-0.99974326,-0.99989041
-1.54577289,-0.99968693,-1.54577289,-0.93019104,-1.00373503,-0.99955105,-0.99968990
-1.53576788,-0.99938657,-1.53576788,-0.93206188,-1.00325642,-0.99925836,-0.99938933
-1.52576288,-0.99898617,-1.52576288,-0.93377900,-1.00268451,-0.99886525,-0.99898874
-1.51575788,-0.99848577,-1.51575788,-0.93534338,-1.00201913,-0.99837178,-0.99848816
-1.50575288,-0.99788542,-1.50575288,-0.93675604,-1.00126013,-0.99777800,-0.99788765
-1.49574787,-0.99718519,-1.49574787,-0.93801797,-1.00040736,-0.99708399,-0.99718726
-1.48574287,-0.99638513,-1.48574287,-0.93913017,-0.99946069,-0.99628984,-0.99638706
-1.47573787,-0.99548535,-1.47573787,-0.94009366,-0.99842002,-0.99539565,-0.99548713
-1.46573287,-0.99448591,-1.46573287,-0.94090942,-0.99728524,-0.99440152,-0.99448757
-1.45572786,-0.99338693,-1.45572786,-0.94157846,-0.99605628,-0.99330756,-0.99338846
-1.44572286,-0.99218851,-1.44572286,-0.94210179,-0.99473307,-0.99211390,-0.99218993
-1.43571786,-0.99089077,-1.43571786,-0.94248039,-0.99331556,-0.99082066,-0.99089209
-1.42571286,-0.98949384,-1.42571286,-0.94271528,-0.99180371,-0.98942800,-0.98949506
-1.41570785,-0.98799787,-1.41570785,-0.94280746,-0.99019749,-0.98793605,-0.98799900
-1.40570285,-0.98640300,-1.40570285,-0.94275793,-0.98849690,-0.98634499,-0.98640405
-1.39569785,-0.98470939,-1.39569785,-0.94256768,-0.98670194,-0.98465498,-0.98471036
-1.38569285,-0.98291721,-1.38569285,-0.94223773,-0.98481262,-0.98286620,-0.98291811
-1.37568784,-0.98102664,-1.37568784,-0.94176906,-0.98282900,-0.98097884,-0.98102747
-1.36568284,-0.97903788,-1.36568284,-0.94116269,-0.98075110,-0.97899310,-0.97903864
-1.35567784,-0.97695111,-1.35567784,-0.94041962,-0.97857899,-0.97690919,-0.97695181
-1.34567284,-0.97476655,-1.34567284,-0.93954084,-0.97631275,-0.97472732,-0.97476720
-1.33566783,-0.97248441,-1.33566783,-0.93852736,-0.97395246,-0.97244773,-0.97248501
-1.32566283,-0.97010494,-1.32566283,-0.93738018,-0.97149822,-0.97007064,-0.97010549
-1.31565783,-0.96762835,-1.31565783,-0.93610030,-0.96895016,-0.96759631,-0.96762886
-1.30565283,-0.96505491,-1.30565283,-0.93468872,-0.96630839,-0.96502499,-0.96505537
-1.29564782,-0.96238486,-1.29564782,-0.93314645,-0.96357306,-0.96235694,-0.96238529
-1.28564282,-0.95961848,-1.28564282,-0.93147448,-0.96074432,-0.95959243,-0.95961888
-1.27563782,-0.95675605,-1.27563782,-0.92967382,-0.95782235,-0.95673176,-0.95675641
-1.26563282,-0.95379784,-1.26563282,-0.92774547,-0.95480731,-0.95377521,-0.95379817
-1.25562781,-0.95074416,-1.25562781,-0.92569043,-0.95169941,-0.95072308,-0.95074446
-1.24562281,-0.94759531,-1.24562281,-0.92350970,-0.94849885,-0.94757569,-0.94759558
-1.23561781,-0.94435160,-1.23561781,-0.92120428,-0.94520584,-0.94433336,-0.94435186
-1.22561281,-0.94101337,-1.22561281,-0.91877518,-0.94182063,-0.94099641,-0.94101360
-1.21560780,-0.93758094,-1.21560780,-0.91622339,-0.93834344,-0.93756518,-0.93758116
-1.20560280,-0.93405466,-1.20560280,-0.91354992,-0.93477454,-0.93404003,-0.93405486
-1.19559780,-0.93043489,-1.19559780,-0.91075577,-0.93111420,-0.93042131,-0.93043507
-1.18559280,-0.92672198,-1.18559280,-0.90784194,-0.92736269,-0.92670938,-0.92672214
-1.17558779,-0.92291630,-1.17558779,-0.90480943,-0.92352031,-0.92290463,-0.92291645
-1.16558279,-0.91901824,-1.16558279,-0.90165925,-0.91958735,-0.91900743,-0.91901837
-1.15557779,-0.91502819,-1.15557779,-0.89839239,-0.91556415,-0.91501818,-0.91502831
-1.14557279,-0.91094654,-1.14557279,-0.89500986,-0.91145101,-0.91093729,-0.91094665
-1.13556778,-0.90677371,-1.13556778,-0.89151266,-0.90724828,-0.90676516,-0.90677381
-1.12556278,-0.90251011,-1.12556278,-0.88790178,-0.90295632,-0.90250221,-0.90251020
-1.11555778,-0.89815617,-1.11555778,-0.88417824,-0.89857547,-0.89814888,-0.89815625
-1.10555278,-0.89371233,-1.10555278,-0.88034303,-0.89410612,-0.89370560,-0.89371240
-1.09554777,-0.88917902,-1.09554777,-0.87639715,-0.88954865,-0.88917282,-0.88917909
